scenario,runIndex,seed,generator,numOfStates,numOfCalls,numOfLocals,numOfReturns,numOfStackSymbols,density,acceptingStatesDensity,numOfModules,secondDvpaNumOfStates,useSrs,useEquivalenceCheckToValidateOutput,equivalenceQueryCount,equivalenceQueryHypothesisStatesTotal,equivalenceQueryTimeUs,equivalenceQueryTargetMembershipQueryCount,equivalenceQueryTargetMembershipQuerySymbolsTotal,membershipQueryCount,membershipQuerySymbolsTotal,membershipQueryTimeUs,stackContentQueryCount,stackContentQuerySymbolsTotal,stackContentQueryTimeUs,srsCheckCount,srsCheckTimeUs,srsCounterexampleCount,automataGeneratedCount,automataGenerationTimeUs,learnerTimeUs,outputValidationTimeUs,status,targetNumOfStates,targetAcceptingStates,hypothesisNumOfStates,hypothesisAcceptingStates
cancellation-srs-mixed,30,31,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,4,96,11438524,0,0,399295,8552987,634,358463,7882477,664,16,1688861,12,16,418021,13548496,0,passed,24,2,25,2
cancellation-srs-mixed,31,32,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,8,160,21545754,0,0,246577,1461218,616,191157,1194581,594,12,2904334,4,12,166232,24617332,0,passed,26,5,27,5
cancellation-srs-mixed,32,33,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,3,45,2138289,0,0,187566,1433455,296,161129,1278982,376,12,1095132,9,12,129439,3363570,0,passed,20,3,21,3
cancellation-srs-mixed,33,34,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,6,125,9771242,0,0,252994,1988916,692,207548,1682297,550,12,2198661,6,12,177850,12149330,0,passed,22,5,22,5
cancellation-srs-mixed,34,35,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,4,66,4657664,0,0,125663,730677,122,97034,602624,92,10,1535245,6,10,86826,6280463,0,passed,22,5,23,5
cancellation-srs-mixed,35,36,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,1,23,1877124,0,0,120725,1307286,183,90769,1074382,105,9,420843,8,9,94900,2393591,0,passed,22,5,23,5
cancellation-srs-mixed,36,37,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,2,30,3598901,0,0,202826,1424170,219,151264,1146839,123,11,917255,9,11,141832,4658947,0,passed,26,7,27,7
cancellation-srs-mixed,37,38,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,4,88,7338667,0,0,222072,1359435,340,169318,1053417,170,9,1540538,5,9,159245,9039133,0,passed,22,4,23,4
cancellation-srs-mixed,38,39,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,5,98,5497976,0,0,137062,934913,177,108809,776186,210,10,1926609,5,10,100130,7525433,0,passed,22,5,23,5
cancellation-srs-mixed,39,40,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,6,138,13430545,0,0,311926,3222940,596,260926,2775108,473,15,2360629,9,15,246397,16039256,0,passed,24,9,25,9
cancellation-srs-mixed,40,41,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,3,61,2835646,0,0,99292,504190,318,82795,433402,267,8,1108298,5,8,67006,4011435,0,passed,20,4,21,4
cancellation-srs-mixed,41,42,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,3,73,9245239,0,0,267929,3728983,1105,211539,3126868,994,13,1214465,10,13,233481,10695147,0,passed,24,5,25,5
cancellation-srs-mixed,42,43,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,5,83,4967034,0,0,248071,1974269,800,202470,1679486,528,13,1904407,8,13,188643,7061534,0,passed,20,3,21,3
cancellation-srs-mixed,43,44,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,6,110,5756597,0,0,252025,3192616,1547,217031,2816761,574,14,2305961,8,14,216269,8282525,0,passed,20,4,21,4
cancellation-srs-mixed,44,45,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,8,178,31671630,0,0,388355,3210578,1135,307591,2792141,944,16,3130774,8,16,288681,35092623,0,passed,26,6,27,6
cancellation-srs-mixed,45,46,cancellation,22,4,3,4,6,0.8,0.3,5,2,1,0,5,77,6059093,0,0,148949,1034557,296,111144,809052,329,11,1916186,6,11,104572,8080841,0,passed,22,6,23,6
cancellation-srs-mixed,46,47,cancellation,26,4,3,4,6,0.8,0.3,5,2,1,0,8,176,20695169,0,0,262856,1797876,626,215172,1482439,576,13,2944018,5,13,185607,23825802,0,passed,26,5,27,5
cancellation-srs-mixed,47,48,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,10,143,4601591,0,0,491618,4912180,1097,429478,4411806,1155,21,4481720,11,21,385157,9471805,0,passed,20,1,21,1
cancellation-srs-mixed,48,49,cancellation,24,4,3,4,6,0.8,0.3,5,2,1,0,3,73,9485079,0,0,325582,2305216,963,265519,1980018,689,12,1142411,9,12,239295,10868000,0,passed,24,6,25,6
cancellation-srs-mixed,49,50,cancellation,20,4,3,4,6,0.8,0.3,5,2,1,0,2,42,2143441,0,0,175795,2292013,556,149191,1776887,393,10,768569,8,10,155678,3068641,0,passed,20,4,21,4
